codex_id,codex_titre,glyph_id,glyph_cote,glyph_lecture,element_id,element_name,element_theme
1,XOLOTL,1,X.010.A.01,tenamitec,1,tetl,04.04.01
1,XOLOTL,1,X.010.A.01,tenamitec,2,xocpalmachiyotl,01.04.03
1,XOLOTL,2,X.010.A.03,cuauhchinanco,3,petlatl,05.02.03
1,XOLOTL,2,X.010.A.03,cuauhchinanco,4,cuahuitl_1,03.01.01
1,XOLOTL,2,X.010.A.03,cuauhchinanco,5,comitl,05.03.01
1,XOLOTL,3,X.010.A.04,tototepec altepetl,6,tototl,02.01.13
1,XOLOTL,3,X.010.A.04,tototepec altepetl,7,tepetl,04.03.08
1,XOLOTL,3,X.010.A.04,tototepec altepetl,8,atl,04.05.01
1,XOLOTL,4,X.010.B.01,zacatlan,9,zacatl,03.02.08
1,XOLOTL,4,X.010.B.01,zacatlan,10,tlanelhuatl,03.04.10
1,XOLOTL,5,X.010.B.02,tolteca(tl),11,tolin,03.02.02
1,XOLOTL,5,X.010.B.02,tolteca(tl),12,tentli,01.02.18
1,XOLOTL,6,X.010.B.03-,tamazolac teopan zaca...,13,zacatl,03.02.08
1,XOLOTL,6,X.010.B.03-,tamazolac teopan zaca...,14,tzacualli,05.01.08
1,XOLOTL,6,X.010.B.03-,tamazolac teopan zaca...,15,tamazolin,02.02.18
1,XOLOTL,6,X.010.B.03-,tamazolac teopan zaca...,16,atl,04.05.01
1,XOLOTL,6,X.010.B.03-,tamazolac teopan zaca...,17,artefact_09,05.01.21
1,XOLOTL,7,X.010.B.04,tlachia,18,ixtelolotli,01.02.15
1,XOLOTL,8,X.010.B.08,...tepec,19,acatl,03.02.05
1,XOLOTL,8,X.010.B.08,...tepec,20,huitztli,03.04.09
1,XOLOTL,8,X.010.B.08,...tepec,21,tepetl,04.03.08
1,XOLOTL,9,X.010.B.09,xolotl,22,xolotl,02.02.13
1,XOLOTL,10,X.010.B.12,nopaltzin,23,nopalli,03.02.09
1,XOLOTL,11,X.010.B.15,cuauhyacac,24,cuahuitl_1,03.01.01
1,XOLOTL,11,X.010.B.15,cuauhyacac,25,tepetl,04.03.08
1,XOLOTL,11,X.010.B.15,cuauhyacac,26,yacatl,01.02.17
1,XOLOTL,12,X.010.B.16,tlachia,27,ixtelolotli,01.02.15
1,XOLOTL,13,X.010.B.17,tonan ou cihuatepec altepetl,28,cihuatl,01.02.11
1,XOLOTL,13,X.010.B.17,tonan ou cihuatepec altepetl,29,tepetl,04.03.08
1,XOLOTL,13,X.010.B.17,tonan ou cihuatepec altepetl,30,atl,04.05.01
1,XOLOTL,14,X.010.B.18,tlachia,31,ixtelolotli,01.02.15
1,XOLOTL,15,X.010.B.19,oztoticpac,32,pantli,05.12.46
1,XOLOTL,15,X.010.B.19,oztoticpac,33,oztotl,04.03.09
1,XOLOTL,16,X.010.B.20,tepetla,34,tepetl,04.03.08
1,XOLOTL,16,X.010.B.20,tepetla,35,montagnes_05,07.01.08
1,XOLOTL,17,X.010.B.21,tlachia,36,ixtelolotli,01.02.15
1,XOLOTL,18,X.010.B.23,tepetlaoztoc,37,tetl,04.04.01
1,XOLOTL,18,X.010.B.23,tepetlaoztoc,38,oztotl,04.03.09
1,XOLOTL,18,X.010.B.23,tepetlaoztoc,39,petlatl,05.02.03
1,XOLOTL,19,X.010.B.25,tlachia,40,ixtelolotli,01.02.15
1,XOLOTL,20,X.010.B.26,tzinacanoztoc,41,tzinacan,02.01.27
1,XOLOTL,20,X.010.B.26,tzinacanoztoc,42,oztotl,04.03.09
1,XOLOTL,21,X.010.B.27,tlachia,43,ixtelolotli,01.02.15
1,XOLOTL,22,X.010.B.28,tecpatepec altepetl,44,tecpatl,04.04.08
1,XOLOTL,22,X.010.B.28,tecpatepec altepetl,45,tepetl,04.03.08
1,XOLOTL,22,X.010.B.28,tecpatepec altepetl,46,atl,04.05.01
1,XOLOTL,23,X.010.B.29-,toltecateopan zaca...,47,zacatl,03.02.08
1,XOLOTL,23,X.010.B.29-,toltecateopan zaca...,48,tzacualli,05.01.08
1,XOLOTL,23,X.010.B.29-,toltecateopan zaca...,49,tolin,03.02.02
1,XOLOTL,23,X.010.B.29-,toltecateopan zaca...,50,tentli,01.02.18
1,XOLOTL,23,X.010.B.29-,toltecateopan zaca...,51,artefact_09,05.01.21
1,XOLOTL,24,X.010.B.31,tlachia,52,ixtelolotli,01.02.15
1,XOLOTL,25,X.010.B.32,oztotepec altepetl,53,oztotl,04.03.09
1,XOLOTL,25,X.010.B.32,oztotepec altepetl,54,tepetl,04.03.08
1,XOLOTL,25,X.010.B.32,oztotepec altepetl,55,atl,04.05.01
1,XOLOTL,26,X.010.C.01,? altepetl,56,tepetl,04.03.08
1,XOLOTL,26,X.010.C.01,? altepetl,57,atl,04.05.01
1,XOLOTL,27,X.010.C.02,xiuhtepec altepetl,58,xihuitl_4,06.01.04
1,XOLOTL,27,X.010.C.02,xiuhtepec altepetl,59,tepetl,04.03.08
1,XOLOTL,27,X.010.C.02,xiuhtepec altepetl,60,atl,04.05.01
1,XOLOTL,28,X.010.C.04,nopaltzin,61,nopalli,03.02.09
1,XOLOTL,29,X.010.C.06,tepetla patlachiuhcan,62,tepetl,04.03.08
1,XOLOTL,29,X.010.C.06,tepetla patlachiuhcan,63,montagnes_04,07.01.07
1,XOLOTL,30,X.010.C.07,tepetla,64,montagnes_03,07.01.06
1,XOLOTL,30,X.010.C.07,tepetla,65,tepetl,04.03.08
1,XOLOTL,31,X.010.C.08,texcotl altepetl,66,tepetl,04.03.08
1,XOLOTL,31,X.010.C.08,texcotl altepetl,67,texcalli,07.01.01
1,XOLOTL,31,X.010.C.08,texcotl altepetl,68,atl,04.05.01
1,XOLOTL,32,X.010.C.09,tepetla cuauhyacac,69,tepetl,04.03.08
1,XOLOTL,32,X.010.C.09,tepetla cuauhyacac,70,montagnes_02,07.01.05
1,XOLOTL,33,X.010.C.10,nopaltzin,71,nopalli,03.02.09
1,XOLOTL,34,X.010.C.14,ozto...,72,oztotl,04.03.09
1,XOLOTL,35,X.010.D.01,? altepetl,73,tepetl,04.03.08
1,XOLOTL,35,X.010.D.01,? altepetl,74,atl,04.05.01
1,XOLOTL,36,X.010.D.02,,75,apoctli,04.02.04
1,XOLOTL,37,X.010.D.04,ce acatl xihuitl,76,ce,06.01.01
1,XOLOTL,37,X.010.D.04,ce acatl xihuitl,77,acatl,03.02.05
1,XOLOTL,37,X.010.D.04,ce acatl xihuitl,78,mitl,05.13.01
1,XOLOTL,37,X.010.D.04,ce acatl xihuitl,79,xiuhtic,08.01.03
1,XOLOTL,38,X.010.D.05,cohua...,80,cohuatl,02.02.20
1,XOLOTL,38,X.010.D.05,cohua...,81,quimilli,05.12.13
1,XOLOTL,39,X.010.D.06,ezcolotli,82,tlapalli,08.01.04
1,XOLOTL,39,X.010.D.06,ezcolotli,83,atl,04.05.01
1,XOLOTL,40,X.010.D.10,itzcax,84,itztli,04.04.06
1,XOLOTL,40,X.010.D.10,itzcax,85,caxitl,05.03.05
1,XOLOTL,41,X.010.D.11,cholollan,86,chocholli,02.02.11
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,87,centli,03.04.02
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,88,xihuitl_4,06.01.04
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,89,macuilli,06.01.02
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,90,ce,06.01.01
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,91,xiuhtic,08.01.03
1,XOLOTL,42,X.010.D.12,eipohualli caxtolli ei xihuitl,92,ce,06.01.01
1,XOLOTL,43,X.010.D.13,oztotlitic,93,oztotl,04.03.09
1,XOLOTL,43,X.010.D.13,oztotlitic,94,tetl,04.04.01
1,XOLOTL,44,X.010.D.14,nopaltzin,95,nopalli,03.02.09
1,XOLOTL,45,X.010.D.16,tetetla,96,tetl,04.04.01
1,XOLOTL,46,X.010.D.17,tlallanoztoc,97,oztotl,04.03.09
1,XOLOTL,46,X.010.D.17,tlallanoztoc,98,tlalli,04.03.01
1,XOLOTL,47,X.010.D.18,ozto...,99,oztotl,04.03.09
1,XOLOTL,48,X.010.D.19,tlachia,100,ixtelolotli,01.02.15
1,XOLOTL,49,X.010.D.21,huexotla oztoc,101,huexocuahuitl,03.01.04
1,XOLOTL,49,X.010.D.21,huexotla oztoc,102,oztotl,04.03.09
1,XOLOTL,50,X.010.D.22,tlachia,103,ixtelolotli,01.02.15
1,XOLOTL,51,X.010.D.23,nopaltzin,104,nopalli,03.02.09
1,XOLOTL,52,X.010.D.25,tlecoc altepetl,105,tepetl,04.03.08
1,XOLOTL,52,X.010.D.25,tlecoc altepetl,106,atl,04.05.01
1,XOLOTL,52,X.010.D.25,tlecoc altepetl,107,comitl,05.03.01
1,XOLOTL,53,X.010.D.27,tepetla,108,tepetl,04.03.08
1,XOLOTL,53,X.010.D.27,tepetla,109,montagnes_06,07.01.09
1,XOLOTL,54,X.010.E.01,? altepetl,110,tepetl,04.03.08
1,XOLOTL,54,X.010.E.01,? altepetl,111,atl,04.05.01
1,XOLOTL,55,X.010.E.03,pixahua,112,huitztli,03.04.09
1,XOLOTL,55,X.010.E.03,pixahua,113,itztli,04.04.06
1,XOLOTL,55,X.010.E.03,pixahua,114,atl,04.05.01
1,XOLOTL,55,X.010.E.03,pixahua,115,cilli,02.03.02
1,XOLOTL,55,X.010.E.03,pixahua,116,tliltic,08.01.02
1,XOLOTL,56,X.010.E.04,quechollan altepetl,117,quecholli,02.01.01
1,XOLOTL,56,X.010.E.04,quechollan altepetl,118,tepetl,04.03.08
1,XOLOTL,56,X.010.E.04,quechollan altepetl,119,atl,04.05.01
1,XOLOTL,57,X.010.E.06,acxopal,120,atl,04.05.01
1,XOLOTL,57,X.010.E.06,acxopal,121,?_05,09.00.05
1,XOLOTL,58,X.010.E.07,cohuatzin,122,cohuatl,02.02.20
1,XOLOTL,59,X.010.E.08,tolteca(tl),123,tolin,03.02.02
1,XOLOTL,59,X.010.E.08,tolteca(tl),124,tentli,01.02.18
1,XOLOTL,60,X.010.E.10,nahui xihuitl,125,ce,06.01.01
1,XOLOTL,60,X.010.E.10,nahui xihuitl,126,xiuhtic,08.01.03
1,XOLOTL,61,X.010.E.11,tepexocmaco altepetl,127,macpalli,01.03.07
1,XOLOTL,61,X.010.E.11,tepexocmaco altepetl,128,comitl,05.03.01
1,XOLOTL,61,X.010.E.11,tepexocmaco altepetl,129,tepetl,04.03.08
1,XOLOTL,61,X.010.E.11,tepexocmaco altepetl,130,atl,04.05.01
1,XOLOTL,62,X.010.E.14,matlactli ei tecpatl xihuitl,131,macuilli,06.01.02
1,XOLOTL,62,X.010.E.14,matlactli ei tecpatl xihuitl,132,ce,06.01.01
1,XOLOTL,62,X.010.E.14,matlactli ei tecpatl xihuitl,133,tecpatl,04.04.08
1,XOLOTL,62,X.010.E.14,matlactli ei tecpatl xihuitl,134,xiuhtic,08.01.03
1,XOLOTL,63,X.010.E.15,nacazxoc,135,nacaztli,01.02.13
1,XOLOTL,63,X.010.E.15,nacazxoc,136,atl,04.05.01
1,XOLOTL,64,X.010.E.16,tolteca(tl),137,tolin,03.02.02
1,XOLOTL,64,X.010.E.16,tolteca(tl),138,tentli,01.02.18
1,XOLOTL,65,X.010.E.18-,nahui xihuitl,139,ce,06.01.01
1,XOLOTL,65,X.010.E.18-,nahui xihuitl,140,xiuhtic,08.01.03
1,XOLOTL,66,X.010.E.20,? altepetl,141,atl,04.05.01
1,XOLOTL,66,X.010.E.20,? altepetl,142,tepetl,04.03.08
1,XOLOTL,66,X.010.E.20,? altepetl,143,atl,04.05.01
1,XOLOTL,67,X.010.E.21,tototepec altepetl,144,tototl,02.01.13
1,XOLOTL,67,X.010.E.21,tototepec altepetl,145,tepetl,04.03.08
1,XOLOTL,67,X.010.E.21,tototepec altepetl,146,atl,04.05.01
1,XOLOTL,68,X.010.E.22-,...tlatoa,147,tlatoa,01.02.21
1,XOLOTL,68,X.010.E.22-,...tlatoa,148,effacé,10.00.00
1,XOLOTL,69,X.010.F.01,tlachia,149,ixtelolotli,01.02.15
1,XOLOTL,70,X.010.F.02,tepeapolco altepetl,150,apoctli,04.02.04
1,XOLOTL,70,X.010.F.02,tepeapolco altepetl,151,tepetl,04.03.08
1,XOLOTL,70,X.010.F.02,tepeapolco altepetl,152,atl,04.05.01
1,XOLOTL,71,X.010.F.03,tlachia,153,ixtelolotli,01.02.15
1,XOLOTL,72,X.010.F.04,cempohuallan altepetl,154,centli,03.04.02
1,XOLOTL,72,X.010.F.04,cempohuallan altepetl,155,tepetl,04.03.08
1,XOLOTL,72,X.010.F.04,cempohuallan altepetl,156,atl,04.05.01
1,XOLOTL,73,X.010.F.05-,teotihuacan,157,tzacualli,05.01.08
1,XOLOTL,74,X.010.F.07,ozto...,158,oztotl,04.03.09
1,XOLOTL,75,X.010.F.08,tlachia,159,ixtelolotli,01.02.15
1,XOLOTL,76,X.010.F.09,xolotl,160,xolotl,02.02.13
1,XOLOTL,77,X.010.F.11,nopaltzin,161,nopalli,03.02.09
1,XOLOTL,78,X.010.F.13,mizquiyahuallan,162,mizquicuahuitl,03.01.05
1,XOLOTL,78,X.010.F.13,mizquiyahuallan,163,yahualiuhqui,07.01.18
1,XOLOTL,79,X.010.F.14,atocpan,164,atl,04.05.01
1,XOLOTL,79,X.010.F.14,atocpan,165,tlalli,04.03.01
1,XOLOTL,79,X.010.F.14,atocpan,166,pantli,05.12.46
1,XOLOTL,80,X.010.F.15-,xoloc altepetl,167,xolotl,02.02.13
1,XOLOTL,80,X.010.F.15-,xoloc altepetl,168,tepetl,04.03.08
1,XOLOTL,80,X.010.F.15-,xoloc altepetl,169,atl,04.05.01
1,XOLOTL,81,X.010.F.17,macuilli tecpatl xihuitl,170,ce,06.01.01
1,XOLOTL,81,X.010.F.17,macuilli tecpatl xihuitl,171,tecpatl,04.04.08
1,XOLOTL,81,X.010.F.17,macuilli tecpatl xihuitl,172,xiuhtic,08.01.03
1,XOLOTL,82,X.010.F.18,tlachia,173,ixtelolotli,01.02.15
1,XOLOTL,83,X.010.F.19,tollan,174,tolin,03.02.02
1,XOLOTL,84,X.010.F.20,tlachia,175,ixtelolotli,01.02.15
1,XOLOTL,85,X.010.F.21-,zaca...,176,tzacualli,05.01.08
1,XOLOTL,85,X.010.F.21-,zaca...,177,zacatl,03.02.08
1,XOLOTL,85,X.010.F.21-,zaca...,178,artefact_09,05.01.21
1,XOLOTL,86,X.010.F.24,macuilli xihuitl,179,ce,06.01.01
1,XOLOTL,86,X.010.F.24,macuilli xihuitl,180,xihuitl_4,06.01.04
1,XOLOTL,87,X.010.F.25,maxalihui,181,xocpalmachiyotl,01.04.03
1,XOLOTL,88,X.010.F.26,tolteca(tl),182,tolin,03.02.02
1,XOLOTL,88,X.010.F.26,tolteca(tl),183,tentli,01.02.18
1,XOLOTL,89,X.010.F.27,tepenenec altepetl,184,nenetl,01.02.01
1,XOLOTL,89,X.010.F.27,tepenenec altepetl,185,tepetl,04.03.08
1,XOLOTL,89,X.010.F.27,tepenenec altepetl,186,atl,04.05.01
1,XOLOTL,90,X.010.F.28,? altepetl,187,effacé,10.00.00
1,XOLOTL,90,X.010.F.28,? altepetl,188,tepetl,04.03.08
1,XOLOTL,90,X.010.F.28,? altepetl,189,effacé,10.00.00
1,XOLOTL,91,X.010.F.29,itzcuintecua,190,itzcuintli,02.02.12
1,XOLOTL,91,X.010.F.29,itzcuintecua,191,tentli,01.02.18
1,XOLOTL,92,X.010.F.31,tepotzotecua,192,tepotzotli,01.01.04
1,XOLOTL,92,X.010.F.31,tepotzotecua,193,tentli,01.02.18
1,XOLOTL,93,X.010.F.33,huihuaxtzin,194,huaxin,03.04.04
1,XOLOTL,93,X.010.F.33,huihuaxtzin,195,huictli,05.10.01
1,XOLOTL,94,X.010.F.35,zacatitechcochi,196,zacatl,03.02.08
1,XOLOTL,94,X.010.F.35,zacatitechcochi,197,icopi,01.01.07
1,XOLOTL,95,X.010.F.37,chicuace ? tochtli xihuitl,198,ce,06.01.01
1,XOLOTL,95,X.010.F.37,chicuace ? tochtli xihuitl,199,tochtli,02.02.08
1,XOLOTL,95,X.010.F.37,chicuace ? tochtli xihuitl,200,xiuhtic,08.01.03
1,XOLOTL,96,X.010.F.39,nahui ? calli xihuitl,201,ce,06.01.01
1,XOLOTL,96,X.010.F.39,nahui ? calli xihuitl,202,calli,05.01.01
1,XOLOTL,96,X.010.F.39,nahui ? calli xihuitl,203,xiuhtic,08.01.03
1,XOLOTL,97,X.010.F.41,ei ? tecpatl xihuitl,204,ce,06.01.01
1,XOLOTL,97,X.010.F.41,ei ? tecpatl xihuitl,205,tecpatl,04.04.08
1,XOLOTL,97,X.010.F.41,ei ? tecpatl xihuitl,206,xiuhtic,08.01.03
1,XOLOTL,98,X.010.F.42,,207,flore_04,03.04.16
1,XOLOTL,99,X.010.F.43,ome ? acatl xihuitl,208,ce,06.01.01
1,XOLOTL,99,X.010.F.43,ome ? acatl xihuitl,209,acatl,03.02.05
1,XOLOTL,99,X.010.F.43,ome ? acatl xihuitl,210,mitl,05.13.01
1,XOLOTL,99,X.010.F.43,ome ? acatl xihuitl,211,xiuhtic,08.01.03
1,XOLOTL,100,X.010.G.01,,212,huitztli,03.04.09
1,XOLOTL,100,X.010.G.01,,213,tepetl,04.03.08
1,XOLOTL,100,X.010.G.01,,214,itztli,04.04.06
1,XOLOTL,101,X.010.G.02-,? tecpatl,215,ce,06.01.01
1,XOLOTL,101,X.010.G.02-,? tecpatl,216,tecpatl,04.04.08
1,XOLOTL,102,X.010.G.04,tletepec ou tlachinolticpac,217,tletl,04.02.01
1,XOLOTL,102,X.010.G.04,tletepec ou tlachinolticpac,218,tepetl,04.03.08
1,XOLOTL,103,X.010.G.05,xilotepec,219,xilotl,03.04.01
1,XOLOTL,103,X.010.G.05,xilotepec,220,tepetl,04.03.08
1,XOLOTL,104,X.010.G.06,tepanohuayan ou cuauhacalco,221,acalli,05.14.01
1,XOLOTL,104,X.010.G.06,tepanohuayan ou cuauhacalco,222,atl,04.05.01
1,XOLOTL,105,X.010.G.07,iztaccuauhtli,223,iztac,08.01.01
1,XOLOTL,105,X.010.G.07,iztaccuauhtli,224,cuauhtli,02.01.06
1,XOLOTL,106,X.010.G.09,,225,terre_02,04.03.03
1,XOLOTL,107,X.010.G.11,xaltocan,226,xalli,04.03.07
1,XOLOTL,107,X.010.G.11,xaltocan,227,tocatl,02.02.22
1,XOLOTL,108,X.010.G.12,tecpa,228,tecpatl,04.04.08
1,XOLOTL,109,X.010.G.14,mitliztac,229,mitl,05.13.01
1,XOLOTL,109,X.010.G.14,mitliztac,230,iztac,08.01.01
1,XOLOTL,110,X.010.G.16,cozcacuauh,231,cozcatl,05.07.23
1,XOLOTL,110,X.010.G.16,cozcacuauh,232,cuauhtli,02.01.06
1,XOLOTL,111,X.010.G.17,xiyotzontecua,233,tentli,01.02.18
1,XOLOTL,111,X.010.G.17,xiyotzontecua,234,centzontli,03.02.13
1,XOLOTL,111,X.010.G.17,xiyotzontecua,235,artefact_01,05.15.02
1,XOLOTL,112,X.010.G.19,xiyotecua,236,tentli,01.02.18
1,XOLOTL,112,X.010.G.19,xiyotecua,237,artefact_01,05.15.02
1,XOLOTL,113,X.010.G.21,? tochtli xihuitl,238,ce,06.01.01
1,XOLOTL,113,X.010.G.21,? tochtli xihuitl,239,tochtli,02.02.08
1,XOLOTL,113,X.010.G.21,? tochtli xihuitl,240,xiuhtic,08.01.03
1,XOLOTL,114,X.010.G.22,ce calli xihuitl,241,ce,06.01.01
1,XOLOTL,114,X.010.G.22,ce calli xihuitl,242,calli,05.01.01
1,XOLOTL,114,X.010.G.22,ce calli xihuitl,243,xiuhtic,08.01.03
1,XOLOTL,115,X.010.G.23,? xihuitl,244,ce,06.01.01
1,XOLOTL,115,X.010.G.23,? xihuitl,245,xiuhtic,08.01.03
1,XOLOTL,116,X.010.H.02,tomiyauh,246,tototl,02.01.13
1,XOLOTL,116,X.010.H.02,tomiyauh,247,miyahuatl,03.03.08
1,XOLOTL,117,X.010.H.04-,oztopolco altepetl,248,oztotl,04.03.09
1,XOLOTL,117,X.010.H.04-,oztopolco altepetl,249,tepetl,04.03.08
1,XOLOTL,117,X.010.H.04-,oztopolco altepetl,250,atl,04.05.01
1,XOLOTL,117,X.010.H.04-,oztopolco altepetl,251,tetl,04.04.01
1,XOLOTL,117,X.010.H.04-,oztopolco altepetl,252,atl,04.05.01
1,XOLOTL,118,X.010.H.05,xolotl,253,xolotl,02.02.13
1,XOLOTL,119,X.010.H.07,toltecatlalli,254,tentli,01.02.18
1,XOLOTL,119,X.010.H.07,toltecatlalli,255,tlalli,04.03.01
1,XOLOTL,119,X.010.H.07,toltecatlalli,256,tolin,03.02.02
1,XOLOTL,120,X.010.H.08,tochmilli,257,tochtli,02.02.08
1,XOLOTL,120,X.010.H.08,tochmilli,258,tlalli,04.03.01
1,XOLOTL,121,X.010.H.09,mazamilli,259,mazatl,02.02.09
1,XOLOTL,121,X.010.H.09,mazamilli,260,tlalli,04.03.01
1,XOLOTL,121,X.010.H.09,mazamilli,261,cuacuahuitl,02.02.10
1,XOLOTL,122,X.010.H.11,macuilli tecpatl xihuitl,262,ce,06.01.01
1,XOLOTL,122,X.010.H.11,macuilli tecpatl xihuitl,263,tecpatl,04.04.08
1,XOLOTL,122,X.010.H.11,macuilli tecpatl xihuitl,264,xiuhtic,08.01.03
1,XOLOTL,123,X.010.H.12,cuauhatlapal,265,atlapalli,02.01.14
1,XOLOTL,124,X.010.H.14,acatomatl,266,acatl,03.02.05
1,XOLOTL,124,X.010.H.14,acatomatl,267,tonalli,04.01.07
1,XOLOTL,124,X.010.H.14,acatomatl,268,atl,04.05.01
1,XOLOTL,125,X.010.H.16,nopaltzin,269,nopalli,03.02.09
1,XOLOTL,126,X.010.H.18,xocotitlan altepetl,270,effacé,10.00.00
1,XOLOTL,126,X.010.H.18,xocotitlan altepetl,271,tepetl,04.03.08
1,XOLOTL,126,X.010.H.18,xocotitlan altepetl,272,atl,04.05.01
1,XOLOTL,127,X.010.I.01,nahui xihuitl,273,ce,06.01.01
1,XOLOTL,127,X.010.I.01,nahui xihuitl,274,xiuhtic,08.01.03
1,XOLOTL,128,X.010.I.02,tolteca(tl),275,tolin,03.02.02
1,XOLOTL,128,X.010.I.02,tolteca(tl),276,tentli,01.02.18
1,XOLOTL,129,X.010.I.03,mitl,277,mitl,05.13.01
1,XOLOTL,130,X.010.I.05,pixahua,278,huitztli,03.04.09
1,XOLOTL,130,X.010.I.05,pixahua,279,itztli,04.04.06
1,XOLOTL,130,X.010.I.05,pixahua,280,atl,04.05.01
1,XOLOTL,130,X.010.I.05,pixahua,281,tliltic,08.01.02
1,XOLOTL,131,X.010.I.09,cohuaxochitzin,282,cohuatl,02.02.20
1,XOLOTL,132,X.010.I.10,acxopal,283,atl,04.05.01
1,XOLOTL,132,X.010.I.10,acxopal,284,?_05,09.00.05
1,XOLOTL,133,X.010.I.11,tlatzalan altepetl,285,tepetl,04.03.08
1,XOLOTL,133,X.010.I.11,tlatzalan altepetl,286,atl,04.05.01
1,XOLOTL,133,X.010.I.11,tlatzalan altepetl,287,tlatzalan,07.01.03
1,XOLOTL,134,X.010.I.12,...tla...,288,tlantli,01.02.19
1,XOLOTL,135,X.010.I.13,ce tecpatl xihuitl,289,ce,06.01.01
1,XOLOTL,135,X.010.I.13,ce tecpatl xihuitl,290,tecpatl,04.04.08
1,XOLOTL,135,X.010.I.13,ce tecpatl xihuitl,291,xiuhtic,08.01.03
1,XOLOTL,136,X.010.I.14,huixachtitlan altepetl,292,fruit_01,03.03.12
1,XOLOTL,136,X.010.I.14,huixachtitlan altepetl,293,tepetl,04.03.08
1,XOLOTL,136,X.010.I.14,huixachtitlan altepetl,294,atl,04.05.01
1,XOLOTL,137,X.010.I.15,itzocan altepetl,295,itztli,04.04.06
1,XOLOTL,137,X.010.I.15,itzocan altepetl,296,tepetl,04.03.08
1,XOLOTL,137,X.010.I.15,itzocan altepetl,297,atl,04.05.01
1,XOLOTL,138,X.010.I.16,ihuixochitzin,298,ihuitl,02.01.16
1,XOLOTL,138,X.010.I.16,ihuixochitzin,299,xochitl,03.03.01
1,XOLOTL,139,X.010.I.18,acxocuauh,300,cuauhtli,02.01.06
1,XOLOTL,139,X.010.I.18,acxocuauh,301,xocpalli,01.04.02
1,XOLOTL,139,X.010.I.18,acxocuauh,302,atl,04.05.01
1,XOLOTL,140,X.010.I.20,cuauhtlix,303,cuauhtli,02.01.06
1,XOLOTL,140,X.010.I.20,cuauhtlix,304,ixtelolotli,01.02.15
1,XOLOTL,141,X.010.I.21,toltzalan,305,tolin,03.02.02
1,XOLOTL,142,X.010.I.23,ce xihuitl,306,ce,06.01.01
1,XOLOTL,142,X.010.I.23,ce xihuitl,307,xiuhtic,08.01.03
1,XOLOTL,143,X.010.I.24,acatzalan,308,acatl,03.02.05
1,XOLOTL,144,X.010.I.26,tziuh...,309,ornement_04,05.06.42
1,XOLOTL,145,X.010.I.27,nauhyotl,310,ce,06.01.01
1,XOLOTL,146,X.010.I.30,oceloxochi,311,ocelotl,02.02.01
1,XOLOTL,146,X.010.I.30,oceloxochi,312,xochitl,03.03.01
1,XOLOTL,147,X.010.I.31,colhuacan,313,coltic,07.01.10
1,XOLOTL,147,X.010.I.31,colhuacan,314,tepetl,04.03.08
1,XOLOTL,148,X.010.I.32,,315,atl,04.05.01
1,XOLOTL,149,X.010.I.33,tolteca(tl),316,tolin,03.02.02
1,XOLOTL,149,X.010.I.33,tolteca(tl),317,tentli,01.02.18
1,XOLOTL,150,X.010.I.34-,,318,etl,03.04.07
1,XOLOTL,151,X.010.I.35,,319,tlantli,01.02.19
1,XOLOTL,151,X.010.I.35,,320,tletl,04.02.01
1,XOLOTL,151,X.010.I.35,,321,popoca,04.02.02
1,XOLOTL,152,X.010.I.38,matlalatzin,322,matlalli,03.03.06
1,XOLOTL,152,X.010.I.38,matlalatzin,323,atl,04.05.01
1,XOLOTL,153,X.010.I.39,chapoltepec altepetl,324,chapolin,02.01.22
1,XOLOTL,153,X.010.I.39,chapoltepec altepetl,325,tepetl,04.03.08
1,XOLOTL,153,X.010.I.39,chapoltepec altepetl,326,atl,04.05.01
1,XOLOTL,154,X.010.I.40,ce tecpatl xihuitl,327,ce,06.01.01
1,XOLOTL,154,X.010.I.40,ce tecpatl xihuitl,328,tecpatl,04.04.08
1,XOLOTL,154,X.010.I.40,ce tecpatl xihuitl,329,xiuhtic,08.01.03
1,XOLOTL,155,X.010.I.41,macuilli xihuitl,330,macuilli,06.01.02
1,XOLOTL,155,X.010.I.41,macuilli xihuitl,331,xiuhtic,08.01.03
1,XOLOTL,156,X.010.I.42,chicnauhtecatl altepetl,332,macuilli,06.01.02
1,XOLOTL,156,X.010.I.42,chicnauhtecatl altepetl,333,ce,06.01.01
1,XOLOTL,156,X.010.I.42,chicnauhtecatl altepetl,334,tepetl,04.03.08
1,XOLOTL,156,X.010.I.42,chicnauhtecatl altepetl,335,atl,04.05.01
1,XOLOTL,156,X.010.I.42,chicnauhtecatl altepetl,336,tliltic,08.01.02
1,XOLOTL,157,X.010.Z.01,tepetla,337,tepetl,04.03.08
1,XOLOTL,157,X.010.Z.01,tepetla,338,tepetla,07.01.04
1,XOLOTL,157,X.010.Z.01,tepetla,339,atl,04.05.01
1,XOLOTL,158,X.010.Z.02,teoatl,340,atl,04.05.01
1,XOLOTL,158,X.010.Z.02,teoatl,341,atl,04.05.01
1,XOLOTL,158,X.010.Z.02,teoatl,342,huei,07.01.16
